the_geom,physicalid,l_low_hn,l_high_hn,r_low_hn,r_high_hn,l_zip,r_zip,status,bike_lane,trafdir,rw_type,pre_type,post_type,objectid,fcc,left_side_block_face_id,right_side_block_face_id,average_travel_time,roadway_jurisdiction,nominaldir,accessible,nonped,borough_code,borough_indicator,segloc_status,san_district_inc,left_side_subset,right_side_subset,continuous_parity_flag,twisted_parity_flag,posted_speed,segment_length,street_width,street_width_irr,special_disaster,fire_lane,created_date,modified_date,within_bndy_dist,truck_route_type,collection_method,from_level_code,to_level_code,b5sc,snow_priority,joinid,bphys_id,cartography_display_level,number_travel_lanes,number_park_lanes,number_total_lane,pre_modifier,pre_directional,post_directional,post_modifier,full_street_name,bike_traffic_direction,shape__length,globalid,segment_type,segment_type_value,street_name,street_name_label,geometry
"MULTILINESTRING ((-73.992100176623 40.709530921208, -73.992051190782 40.709544399075))",134.184,,,,,10002.0,10002.0,2,1.0,NV,6,,ESPL,102.722,,0,0,,,,,D,1,,,,,,,N,,,0.0,,,,2011 Jun 17 07:31:23 PM,2025 Nov 19 12:40:57 PM,,,,13,13,112560,,,,,0.0,0.0,0.0,,E,,,E  RIVER ESPL,TW,"5,80117564684",e14d3441-4683-4243-be44-ab813e453603,,,RIVER,E RIVER ESPL,"MULTILINESTRING ((-73.9921 40.709531, -73.992051 40.709544))"
"MULTILINESTRING ((-74.003286738698 40.705842288649, -74.002961489909 40.706043235741))",178.791,,,,,10038.0,10038.0,2,1.0,NV,6,,ESPL,113.912,,0,0,,,,,D,1,,,,1B,1B,,N,,,0.0,,,,2011 Jun 17 04:13:51 PM,2025 Nov 19 12:40:57 PM,,,,13,13,112560,,,,,0.0,0.0,0.0,,E,,,E  RIVER ESPL,TW,"46,70822075436",7cb9ab90-0314-4439-a953-b048f29527e5,,,RIVER,E RIVER ESPL,"MULTILINESTRING ((-74.003287 40.705842, -74.002961 40.706043))"
"MULTILINESTRING ((-73.999564032015 40.708244722177, -73.999496415992 40.708287310808))",133.608,,,,,10038.0,10038.0,2,,TW,1,,ST,102.664,,212.260.043,212.260.090,,,,,V,1,,,,,,,N,25.0,"24,2211922",44.0,,,,2007 Nov 29 12:00:00 AM,2019 Apr 15 03:25:48 PM,,2.0,,13,13,130640,C,,,,2.0,1.0,3.0,,,,,SOUTH ST,,"9,78624647817",5bb9753e-c777-43d8-b0a0-873404d78b7d,,,SOUTH,SOUTH ST,"MULTILINESTRING ((-73.999564 40.708245, -73.999496 40.708287))"
"MULTILINESTRING ((-74.005894508145 40.704146176573, -74.005771734376 40.704149647259, -74.005496238081 40.704323114543, -74.005426107614 40.704315494045, -74.005223241975 40.704448929284, -74.005191785362 40.704514313215, -74.004672099354 40.704865499589, -74.004419377409 40.7050282391, -74.004018556517 40.705282890566, -74.003929646438 40.705388681845, -74.003636266595 40.705571933535, -74.003510161461 40.705652446479, -74.003280742296 40.705806201797, -74.003276580756 40.705832608717))",185.728,,,,,10038.0,10038.0,2,1.0,NV,6,,ESPL,116.284,,0,0,,,,,D,1,,,,1B,1B,,N,,,0.0,,,,2011 Jun 17 03:55:44 PM,2025 Nov 19 12:40:57 PM,,,,13,13,112560,,,,,0.0,0.0,0.0,,E,,,E  RIVER ESPL,TW,"391,26160476984",35c84743-69fd-447a-9e2e-4d39b60ce27a,,,RIVER,E RIVER ESPL,"MULTILINESTRING ((-74.005895 40.704146, -74.005772 40.70415, -74.005496 40.704323, -74.005426 40.704315, -74.005223 40.704449, -74.005192 40.704514, -74.004672 40.704865, -74.004419 40.705028, -74.004019 40.705283, -74.00393 40.705389, -74.003636 40.705572, -74.00351 40.705652, -74.003281 40.705806, -74.003277 40.705833))"
"MULTILINESTRING ((-73.991921771396 40.709562533418, -73.991781325322 40.709584908781))",134.19,,,,,10002.0,10002.0,2,1.0,NV,6,,ESPL,102.728,,0,0,,,,,D,1,,,,,,,N,,,0.0,,,,2011 Jun 17 07:31:41 PM,2025 Nov 19 12:40:57 PM,,,,13,13,112560,,,,,0.0,0.0,0.0,,E,,,E  RIVER ESPL,TW,"15,9759603514",f117c741-5597-46d2-9bc2-85797de97c3c,,,RIVER,E RIVER ESPL,"MULTILINESTRING ((-73.991922 40.709563, -73.991781 40.709585))"
"MULTILINESTRING ((-73.992051190782 40.709544399075, -73.991921771396 40.709562533418))",134.187,,,,,10002.0,10002.0,2,1.0,NV,6,,ESPL,102.725,,0,0,,,,,D,1,,,,,,,N,,,0.0,,,,2011 Jun 17 07:31:32 PM,2025 Nov 19 12:40:57 PM,,,,13,13,112560,,,,,0.0,0.0,0.0,,E,,,E  RIVER ESPL,TW,"14,65097025606",7e262a7c-563e-4844-be41-444c0b9b83cd,,,RIVER,E RIVER ESPL,"MULTILINESTRING ((-73.992051 40.709544, -73.991922 40.709563))"
"MULTILINESTRING ((-73.999354249881 40.707986981257, -73.999288609413 40.708024842164))",131.82,,,,,10002.0,10002.0,2,1.0,NV,6,,ESPL,102.103,,0,0,,,,,D,1,,,,,,,N,,,0.0,,,,2011 May 18 10:53:52 AM,2025 Nov 19 12:40:56 PM,,,,13,13,112560,,,,,0.0,0.0,0.0,,E,,,E  RIVER ESPL,TW,"9,18182147447",c27dae59-b5c6-4feb-b9a1-f0cdc86ba331,,,RIVER,E RIVER ESPL,"MULTILINESTRING ((-73.999354 40.707987, -73.999289 40.708025))"
"MULTILINESTRING ((-74.006843348341 40.703562544752, -74.006724574582 40.703635463612, -74.006496992385 40.703779290911, -74.006223893093 40.703953562935))",180.134,,,,,10004.0,10004.0,2,1.0,NV,6,,ESPL,114.497,,0,0,,,,,D,1,,,,1B,1B,,N,,,0.0,,,,2011 May 17 03:38:51 PM,2025 Nov 19 12:40:57 PM,,,,13,13,112560,,,,,0.0,0.0,0.0,,E,,,E  RIVER ESPL,TW,"89,73471238094",b063c4dc-9362-4d02-84db-c480e86aa457,,,RIVER,E RIVER ESPL,"MULTILINESTRING ((-74.006843 40.703563, -74.006725 40.703635, -74.006497 40.703779, -74.006224 40.703954))"
"MULTILINESTRING ((-74.002961489909 40.706043235741, -74.00264030137 40.706231766045, -74.002149766067 40.706511551104, -74.002029002261 40.706579870026, -74.001122726216 40.707024757106, -74.001009009328 40.707086137754), (-74.001009009328 40.707086137754, -74.000993390985 40.707089515854, -74.000978178703 40.707093835743, -74.00096347037 40.707099069622, -74.000949360636 40.707105183812, -74.000935940295 40.707112138967, -74.000923295706 40.707119890332), (-74.000923295706 40.707119890332, -74.00071917564 40.707222919798, -74.000469231573 40.707349724212, -74.000250529921 40.707459092799, -74.000160966034 40.707516154873, -74.000085982453 40.707579556261, -74.000017247341 40.707635033063, -73.999900619835 40.707691205031))",134.171,,,,,10038.0,10038.0,2,1.0,NV,6,,ESPL,102.715,,0,0,,,,,D,1,,,,1B,1B,,N,,,0.0,,,,2011 Jun 17 05:19:11 PM,2025 Nov 19 12:40:57 PM,,,,13,13,112560,,,,,0.0,0.0,0.0,,E,,,E  RIVER ESPL,TW,"418,9488048919",bae1efe6-8766-423c-9474-675274375992,,,RIVER,E RIVER ESPL,"MULTILINESTRING ((-74.002961 40.706043, -74.00264 40.706232, -74.00215 40.706512, -74.002029 40.70658, -74.001123 40.707025, -74.001009 40.707086), (-74.001009 40.707086, -74.000993 40.70709, -74.000978 40.707094, -74.000963 40.707099, -74.000949 40.707105, -74.000936 40.707112, -74.000923 40.70712), (-74.000923 40.70712, -74.000719 40.707223, -74.000469 40.70735, -74.000251 40.707459, -74.000161 40.707516, -74.000086 40.70758, -74.000017 40.707635, -73.999901 40.707691))"
"MULTILINESTRING ((-73.993967544717 40.709265613996, -73.993764747083 40.709282450555, -73.99339189134 40.70932450469, -73.992904558941 40.709392618838, -73.992194054859 40.709514244427, -73.992100176623 40.709530921208))",134.181,,,,,10002.0,10002.0,2,1.0,NV,6,,ESPL,102.719,,0,0,,,,,D,1,,,,,,,N,,,0.0,,,,2011 Jun 17 07:14:05 PM,2025 Nov 19 12:40:57 PM,,,,13,13,112560,,,,,0.0,0.0,0.0,,E,,,E  RIVER ESPL,TW,"211,65570701698",d0a1a0a8-b781-4c3d-9c89-0bd5d2cbbc59,,,RIVER,E RIVER ESPL,"MULTILINESTRING ((-73.993968 40.709266, -73.993765 40.709282, -73.993392 40.709325, -73.992905 40.709393, -73.992194 40.709514, -73.9921 40.709531))"
"MULTILINESTRING ((-73.989755478026 40.715560588638, -73.990559320065 40.715802480126))",81.226,38,52,43,63,10002.0,10002.0,2,,TF,1,,ST,73.49,,212.260.951,212.261.618,,,,,,1,,,,2B,2B,,N,25.0,"239,63127056",24.0,,,,2007 Nov 29 12:00:00 AM,2017 Mar 17 10:01:01 AM,,,F,13,13,122890,H,,,,1.0,2.0,3.0,,,,,HESTER ST,,"96,27753867385",3aa86d90-1712-4af0-8ed1-f6c7cc864230,,,HESTER,HESTER ST,"MULTILINESTRING ((-73.989755 40.715561, -73.990559 40.715802))"
"MULTILINESTRING ((-74.014296986847 40.717000153404, -74.01382784696 40.717623970651))",30.828,0,0,400,498,10282.0,10282.0,2,,FT,1,,AVE,27.852,,1.222.602.076,1.222.603.930,,,,,,1,,,,1A,1A,,N,25.0,"261,82944522",30.0,,,,2007 Nov 29 12:00:00 AM,2020 Aug 28 08:49:50 PM,,,,13,13,127240,C,,,,1.0,1.0,2.0,,N,,,N  END AVE,,"105,45998558125",e7a376db-d91c-40ae-be7b-6bf8b8e6af83,,,END,N END AVE,"MULTILINESTRING ((-74.014297 40.717, -74.013828 40.717624))"
"MULTILINESTRING ((-74.002035309004 40.702802842467, -74.000700015973 40.703247318269, -74.000384599673 40.703345089979))",178.907,,,,,,,2,,NV,14,,RTE,113.976,,,,,,,,,1,,,,,,,N,,"301,66667881",,,,,2017 Feb 13 02:07:54 PM,2021 Apr 20 05:21:37 PM,,,,13,13,100861,,,,,,,,,,,,WALL ST-DUMBO FERRY RTE,,"200,27553008389",1932baf1-d53a-4df3-a42f-9d216a82bf98,,,WALL ST-DUMBO FERRY,WALL ST-DUMBO FERRY RTE,"MULTILINESTRING ((-74.002035 40.702803, -74.0007 40.703247, -74.000385 40.703345))"
"MULTILINESTRING ((-74.00998432422 40.70181526168, -74.009435272138 40.701978201609))",79.693,,,,,10004.0,10004.0,2,,FT,1,,ST,72.131,,212.260.955,212.260.110,,,,,,1,,,,1B,1B,,N,25.0,"163,40208398",20.0,,,,2007 Nov 29 12:00:00 AM,2019 Apr 15 03:22:35 PM,,2.0,,13,13,130640,C,,,,1.0,1.0,2.0,,,,,SOUTH ST,,"65,63625895286",34b728a4-7fe7-4d8e-9b6b-83266042e1d8,,,SOUTH,SOUTH ST,"MULTILINESTRING ((-74.009984 40.701815, -74.009435 40.701978))"
"MULTILINESTRING ((-74.00757031117 40.703112015554, -74.006843348341 40.703562544752))",176.101,,,,,10004.0,10004.0,2,1.0,NV,6,,ESPL,112.659,,0,0,,,,,D,1,,,,1B,1B,,N,,,0.0,,,,2011 May 17 03:38:51 PM,2025 Nov 19 12:40:57 PM,,,,13,13,112560,,,,,0.0,0.0,0.0,,E,,,E  RIVER ESPL,TW,"104,5251335098",fad45240-7708-427c-8c3d-ce75978dd8ae,,,RIVER,E RIVER ESPL,"MULTILINESTRING ((-74.00757 40.703112, -74.006843 40.703563))"
"MULTILINESTRING ((-73.998598738549 40.708351562103, -73.998346289127 40.708467287982, -73.998167002765 40.708537759227, -73.997834431761 40.708639565031, -73.997293525109 40.708782090164, -73.996723949043 40.708876614427, -73.996029144512 40.708978679051))",176.652,,,,,10002.0,10002.0,2,1.0,NV,6,,ESPL,112.939,,0,0,,,,,D,1,,,,,,,N,,,0.0,,,,2011 Jun 17 06:44:39 PM,2025 Nov 19 12:40:57 PM,,,,13,13,112560,,,,,0.0,0.0,0.0,,E,,,E  RIVER ESPL,TW,"302,68781341778",a807f6ea-23c9-43f5-9655-e66552f3833d,,,RIVER,E RIVER ESPL,"MULTILINESTRING ((-73.998599 40.708352, -73.998346 40.708467, -73.998167 40.708538, -73.997834 40.70864, -73.997294 40.708782, -73.996724 40.708877, -73.996029 40.708979))"
"MULTILINESTRING ((-74.004188890752 40.711836014663, -74.004134154679 40.711793134082, -74.004077347472 40.71174751666))",66.943,,,,,10038.0,10038.0,2,,FT,1,,BRG,60.891,,212.260.540,212.262.025,,,,,V,1,,,,,,,N,30.0,"21,77922735",22.0,,,,2007 Nov 29 12:00:00 AM,2024 Oct 04 03:26:33 PM,,,,17,17,197780,V,,,10.0,2.0,0.0,2.0,,,,,BROOKLYN BRG,,"17,97522617085",046ac734-811e-44ca-b1aa-6e10161dda7b,,,BROOKLYN,BROOKLYN BRG,"MULTILINESTRING ((-74.004189 40.711836, -74.004134 40.711793, -74.004077 40.711748))"
"MULTILINESTRING ((-73.996217691574 40.70153231098, -73.996231558693 40.701522390718, -73.996244253266 40.701511599479, -73.996255681203 40.701500017246, -73.996265757805 40.701487729864), (-73.996265757805 40.701487729864, -73.996274408423 40.7014748283, -73.996281568892 40.701461408278, -73.996287186142 40.701447569265, -73.996291218538 40.701433413831))",189.92,,,,,11201.0,11201.0,2,,NV,6,,PATH,117.733,,,,,,,,,1,,,,,,,N,,"42,22928187",,,,,2021 Feb 17 04:46:04 PM,2021 Mar 02 11:56:27 AM,,,,13,13,101369,,,,,,,,,,,,SQUIBB PARK AND BRIDGE PATH,,"16,9973291011",c6f272d5-6af9-4c4e-94c3-707116a5b99c,,,SQUIBB PARK AND BRIDGE,SQUIBB PARK AND BRIDGE PATH,"MULTILINESTRING ((-73.996218 40.701532, -73.996232 40.701522, -73.996244 40.701512, -73.996256 40.7015, -73.996266 40.701488), (-73.996266 40.701488, -73.996274 40.701475, -73.996282 40.701461, -73.996287 40.701448, -73.996291 40.701433))"
"MULTILINESTRING ((-73.991800847247 40.709619398635, -73.991781325322 40.709584908781))",134.188,,,,,10002.0,10002.0,2,,TF,3,,BRG,102.726,,212.260.114,212.261.867,,,,,V,1,,,,,,,N,35.0,"22,25577143",22.0,,,,2007 Nov 29 12:00:00 AM,2023 Apr 07 11:48:06 AM,,3.0,,21,21,197950,V,,,10.0,2.0,0.0,2.0,,,,,MANHATTAN BRG,,"5,51151928752",565d2753-aad3-418f-b1f2-9bebbb90ce08,,,MANHATTAN,MANHATTAN BRG,"MULTILINESTRING ((-73.991801 40.709619, -73.991781 40.709585))"
"MULTILINESTRING ((-74.008790494083 40.704219140342, -74.008127753538 40.704680035224))",120.0,74,98,77,93,10005.0,10005.0,2,,TW,1,,ST,84.0,,212.261.509,212.261.980,,,,,,1,,,,1B,1B,,N,25.0,"248,92073446",60.0,,,,2007 Nov 29 12:00:00 AM,2019 Apr 15 03:19:03 PM,,2.0,,13,13,133490,C,,,,4.0,2.0,6.0,,,,,WATER ST,,"100,1168254733",c5b8f04c-e57d-490e-91aa-f3da90876834,,,WATER,WATER ST,"MULTILINESTRING ((-74.00879 40.704219, -74.008128 40.70468))"
"MULTILINESTRING ((-74.013003356237 40.700524265021, -74.013028292433 40.700801813496), (-74.013028292433 40.700801813496, -74.01302534858 40.700827385924, -74.013019440395 40.70085265942, -74.013010614313 40.70087743535, -74.012998939701 40.700901518991, -74.012984508315 40.700924721061, -74.012967433576 40.700946859208, -74.012947849682 40.70096775944, -74.012925910549 40.700987257495, -74.012901788606 40.701005200133, -74.012875673436 40.701021446336, -74.012847770289 40.70103586842, -74.012818298466 40.701048353038, -74.012787489597 40.70105880207, -74.012755585821 40.701067133394, -74.012722837883 40.701073281532), (-74.012722837883 40.701073281532, -74.012716229077 40.701074410318, -74.012709779025 40.701075983516, -74.012703539213 40.701077988567, -74.012697559446 40.701080409466, -74.012691887457 40.701083226891, -74.012686568518 40.701086418352, -74.012681645086 40.701089958375, -74.01267715646 40.701093818703, -74.012673138469 40.701097968523, -74.012669623183 40.701102374711, -74.012666638663 40.701107002095, -74.01266420873 40.701111813741, -74.012662352781 40.701116771242), (-74.012662352781 40.701116771242, -74.012660442892 40.70112206891, -74.012657949261 40.701127224142, -74.012654889875 40.701132199755, -74.012651286798 40.701136959864, -74.012647166017 40.701141470137, -74.012642557253 40.701145698045, -74.012637493746 40.701149613093, -74.012632012016 40.701153187046, -74.0126261516 40.701156394126, -74.012619954764 40.701159211203, -74.012613466203 40.70116161796), (-74.012613466203 40.70116161796, -74.012351194358 40.701218781913))",176.733,,,,,10004.0,10004.0,2,,NV,6,,ESPL,112.963,,,,,,,,D,1,,,,1B,1B,,N,,,,,,,2011 May 18 11:14:41 AM,2025 Nov 19 12:40:57 PM,,,,13,13,112560,,,,,,,,,E,,,E  RIVER ESPL,,"146,34839421601",684e3def-ee77-4db0-b94f-bf4669615e0c,,,RIVER,E RIVER ESPL,"MULTILINESTRING ((-74.013003 40.700524, -74.013028 40.700802), (-74.013028 40.700802, -74.013025 40.700827, -74.013019 40.700853, -74.013011 40.700877, -74.012999 40.700902, -74.012985 40.700925, -74.012967 40.700947, -74.012948 40.700968, -74.012926 40.700987, -74.012902 40.701005, -74.012876 40.701021, -74.012848 40.701036, -74.012818 40.701048, -74.012787 40.701059, -74.012756 40.701067, -74.012723 40.701073), (-74.012723 40.701073, -74.012716 40.701074, -74.01271 40.701076, -74.012704 40.701078, -74.012698 40.70108, -74.012692 40.701083, -74.012687 40.701086, -74.012682 40.70109, -74.012677 40.701094, -74.012673 40.701098, -74.01267 40.701102, -74.012667 40.701107, -74.012664 40.701112, -74.012662 40.701117), (-74.012662 40.701117, -74.01266 40.701122, -74.012658 40.701127, -74.012655 40.701132, -74.012651 40.701137, -74.012647 40.701141, -74.012643 40.701146, -74.012637 40.70115, -74.012632 40.701153, -74.012626 40.701156, -74.01262 40.701159, -74.012613 40.701162), (-74.012613 40.701162, -74.012351 40.701219))"
"MULTILINESTRING ((-73.99222194026 40.717666687898, -73.991748129681 40.718591667812))",72.658,97,121,100,124,10002.0,10002.0,2,,FT,1,,ST,66.048,,1.222.602.513,1.222.605.739,,,,,,1,,,,1A,1A,,N,25.0,"361,68898027",24.0,,,,2007 Nov 29 12:00:00 AM,2017 Mar 17 09:42:18 AM,,,F,13,13,120090,H,,,,1.0,2.0,3.0,,,,,ELDRIDGE ST,,"145,73449795803",1bbe1c55-d691-49b1-9ce1-a01b5ba94280,,,ELDRIDGE,ELDRIDGE ST,"MULTILINESTRING ((-73.992222 40.717667, -73.991748 40.718592))"
"MULTILINESTRING ((-74.012092658176 40.701599551894, -74.011166882554 40.70178973141))",79.688,3,13,2,2,10004.0,10004.0,2,,TF,1,,ST,72.126,,1.222.601.991,1.222.607.169,,,,,,1,,,,1B,1B,1.0,Y,25.0,"275,62642293",38.0,,,,2007 Nov 29 12:00:00 AM,2025 Nov 19 03:23:03 PM,,2.0,,13,13,130640,C,,,,3.0,0.0,3.0,,,,,SOUTH ST,,"106,77334931439",081c33a9-e5d8-4b59-be82-3c1bc650be18,,,SOUTH,SOUTH ST,"MULTILINESTRING ((-74.012093 40.7016, -74.011167 40.70179))"
"MULTILINESTRING ((-74.010070984923 40.704554152084, -74.009747694531 40.704783485926))",488.0,63,69,62,68,10004.0,10004.0,2,,FT,1,,ST,376.0,,212.260.292,212.260.710,,,,,,1,,,,1B,1B,,N,25.0,"122,5388315",14.0,,,,2007 Nov 29 12:00:00 AM,2017 Aug 24 01:10:09 PM,,,,13,13,131610,H,,,,1.0,0.0,1.0,,,,,STONE ST,,"49,28755467096",5b801874-2231-482c-9bc6-71da123adc6d,,,STONE,STONE ST,"MULTILINESTRING ((-74.010071 40.704554, -74.009748 40.704783))"
"MULTILINESTRING ((-74.007940735565 40.714935212698, -74.009240376263 40.715528408001))",79.665,106,134,103,135,10007.0,10007.0,2,,TW,1,,ST,72.104,,212.261.445,212.260.839,,,,,,1,,,,1A,1A,,N,25.0,"420,13238048",34.0,,,,2007 Nov 29 12:00:00 AM,2025 Apr 03 02:43:04 PM,,,,13,13,114710,C,,,20.0,2.0,1.0,3.0,,,,,CHAMBERS ST,,"168,88160331656",01bec2b8-8dd1-4032-8754-1609058d8d66,,,CHAMBERS,CHAMBERS ST,"MULTILINESTRING ((-74.007941 40.714935, -74.00924 40.715528))"
"MULTILINESTRING ((-74.001577452927 40.709628243258, -74.001520687234 40.70970058221))",103.0,,,,,10038.0,10038.0,2,,TW,1,,ST,70.0,,212.262.172,212.262.246,,,,,,1,,,,1B,1B,,N,25.0,"30,69644431",54.0,,,,2007 Nov 29 12:00:00 AM,2019 Apr 15 03:18:46 PM,,2.0,,13,13,128490,H,,,,4.0,0.0,4.0,,,,,PEARL ST,,"12,36067606065",eea4bdc7-6332-4abb-8c83-0a67aabfd4ea,,,PEARL,PEARL ST,"MULTILINESTRING ((-74.001577 40.709628, -74.001521 40.709701))"
"MULTILINESTRING ((-74.010968439623 40.71631124063, -74.01162807207 40.716610289492, -74.012561151639 40.717042022374))",79.67,170,208,171,209,10007.0,10013.0,2,3.0,TW,1,,ST,72.109,,1.222.601.560,1.222.604.351,,,,,,1,,X,,1A,1A,,N,25.0,"212,85623569",38.0,,,,2007 Nov 29 12:00:00 AM,2025 Apr 03 02:43:04 PM,,,,13,13,114710,C,,,20.0,2.0,2.0,4.0,,,,,CHAMBERS ST,FT,"207,25792689497",6d6f78df-0cd6-4a95-ae7a-0bcf9775f5a1,,,CHAMBERS,CHAMBERS ST,"MULTILINESTRING ((-74.010968 40.716311, -74.011628 40.71661, -74.012561 40.717042))"
"MULTILINESTRING ((-73.990126730298 40.7133906065, -73.988601033931 40.713519157455))",4.249,149,177,146,176,10002.0,10002.0,2,,FT,1,,ST,3.53,,212.261.317,212.261.025,,,,,,1,,,,1B,1B,,N,25.0,"425,54604418",30.0,,,,2007 Nov 29 12:00:00 AM,2017 Mar 17 09:39:53 AM,,,F,13,13,122690,C,,,,1.0,2.0,3.0,,,,,HENRY ST,,"170,88583842866",b34b4259-5555-472c-bca1-ac0107219351,,,HENRY,HENRY ST,"MULTILINESTRING ((-73.990127 40.713391, -73.988601 40.713519))"
"MULTILINESTRING ((-74.017931916875 40.706183103652, -74.018695482215 40.706519998512))",30.0,16,40,0,0,10280.0,10280.0,2,,NV,6,,PL,10.0,,,,,,,,,1,,,,1A,1A,,N,,"244,70998478",,,,,2007 Nov 29 12:00:00 AM,2023 Feb 03 09:04:08 AM,,,,13,13,110015,,,,,,,,,,,,1 PL,,"98,34858479835",6eb72ddd-f9e6-4b13-a7af-70e6a8b53b1b,,,1,1 PL,"MULTILINESTRING ((-74.017932 40.706183, -74.018695 40.70652))"
"MULTILINESTRING ((-74.008884356891 40.718274604912, -74.007537241031 40.717669476987))",79.832,1,31,2,28,10013.0,10013.0,2,,TW,1,,ST,72.248,,1.222.605.869,1.222.605.930,,,,,,1,,,,3A,3A,,N,25.0,"433,65244836",36.0,,,,2007 Nov 29 12:00:00 AM,2022 Feb 17 09:10:11 AM,,2.0,,13,13,145490,C,,,,2.0,2.0,4.0,,,,,WORTH ST,,"174,31924858276",e1ff661a-24ac-460f-8d36-a270e46c0f32,,,WORTH,WORTH ST,"MULTILINESTRING ((-74.008884 40.718275, -74.007537 40.717669))"
"MULTILINESTRING ((-74.01593360529 40.70770729024, -74.015893729647 40.707796994626))",201.011,,,,,10280.0,10280.0,2,1.0,NV,6,,,132.206,,,,,,,,,1,,,,,,,N,,,,,,,2011 May 18 04:00:45 PM,2025 Dec 02 03:58:20 PM,,,,13,13,100244,,,,,,,,,,,,HUDSON RIVER GREENWAY,TW,"13,90092602652",891b0c5a-2bcd-4d02-a731-1826a5902efb,,,HUDSON RIVER GREENWAY,HUDSON RIVER GREENWAY,"MULTILINESTRING ((-74.015934 40.707707, -74.015894 40.707797))"
"MULTILINESTRING ((-73.994501631774 40.714239404849, -73.994349163968 40.714256155861))",16.675,0,0,71,73,10002.0,10002.0,2,,TF,1,,ST,14.862,,212.261.516,212.262.260,,,,,,1,,X,,1A,1A,,N,25.0,"42,70562501",30.0,,,,2007 Nov 29 12:00:00 AM,2025 Dec 02 10:08:11 AM,,2.0,,13,13,116410,C,,,,2.0,0.0,2.0,,,,,DIVISION ST,,"17,15000656238",1b1512ce-32f8-487f-89fe-08530bc6d22a,,,DIVISION,DIVISION ST,"MULTILINESTRING ((-73.994502 40.714239, -73.994349 40.714256))"
"MULTILINESTRING ((-73.990559320065 40.715802480126, -73.990210939829 40.716477506971, -73.990190729945 40.716516665337, -73.989951487326 40.716980215623))",183.42,33,59,0,60,10002.0,10002.0,2,,TF,1,,ST,115.479,,1.222.606.184,1.222.600.646,,,,,,1,,,,2B,2B,,N,25.0,"460,98328256",24.0,,,,2007 Nov 29 12:00:00 AM,2018 Mar 16 12:25:16 PM,,,,13,13,125090,H,,,,1.0,2.0,3.0,,,,,LUDLOW ST,,"185,73695678841",ba9c74d5-6203-4d66-af6b-47ca275098e6,,,LUDLOW,LUDLOW ST,"MULTILINESTRING ((-73.990559 40.715802, -73.990211 40.716478, -73.990191 40.716517, -73.989951 40.71698))"
"MULTILINESTRING ((-74.003333147068 40.711250322431, -74.003275259378 40.711292609256))",133.53,,,,,10038.0,10038.0,2,,TW,1,,ST,102.642,,212.260.203,212.261.619,,,,,,1,,,,3B,3B,,N,25.0,"22,02367816",22.0,,,,2007 Nov 29 12:00:00 AM,2017 Aug 24 02:40:50 PM,,,,13,13,129940,H,,,,2.0,0.0,2.0,,,,,ROSE ST,,"8,94939858788",f340d3b7-08a4-4205-b0ab-73f7dd998b00,,,ROSE,ROSE ST,"MULTILINESTRING ((-74.003333 40.71125, -74.003275 40.711293))"
"MULTILINESTRING ((-74.014911730925 40.710916973196, -74.014837461333 40.711076042848))",205.099,,,,,10281.0,10281.0,2,1.0,NV,6,,,133.823,,0,0,,,,,,1,,,,,,,N,,,0.0,,,,2011 May 18 04:29:31 PM,2025 Dec 02 09:30:43 AM,,,,13,13,100244,,,,,0.0,0.0,0.0,,,,,HUDSON RIVER GREENWAY,TW,"24,78047518966",81d1749d-27ca-401b-8f22-48706bfce381,,,HUDSON RIVER GREENWAY,HUDSON RIVER GREENWAY,"MULTILINESTRING ((-74.014912 40.710917, -74.014837 40.711076))"
"MULTILINESTRING ((-74.003134294604 40.713407160158, -74.003113867012 40.713697990228))",148.483,26,28,31,37,10007.0,10007.0,2,,NV,6,,PLZ,105.023,,0,0,,,,,,1,,,,3B,3B,,N,,"203,89946977",0.0,,,,2007 Nov 29 12:00:00 AM,2023 Jun 12 02:09:04 PM,,,,13,13,130840,,,,,0.0,0.0,0.0,,,,,ST ANDREWS PLZ,,"42,77276835177",ccd582e0-a618-4369-b388-98a51ef65e9c,,,ST ANDREWS,ST ANDREWS PLZ,"MULTILINESTRING ((-74.003134 40.713407, -74.003114 40.713698))"
"MULTILINESTRING ((-74.014574343855 40.710434030917, -74.014484065937 40.71077894197))",147.471,97,97,98,98,10006.0,10006.0,2,,FT,2,,ST,127.222,,212.262.397,212.260.910,,,,,,1,,,,1A,1A,2.0,N,30.0,"185,87942093",26.0,,,,2007 Nov 29 12:00:00 AM,2025 Dec 02 10:34:17 AM,,3.0,,13,13,111115,C,,,30.0,2.0,0.0,2.0,,,,,WEST ST,,"51,63988009864",fbf4d3e0-0a34-408e-b1bc-0262511c0acd,,,WEST,WEST ST,"MULTILINESTRING ((-74.014574 40.710434, -74.014484 40.710779))"
